1,2,journal,title
2022-04-02,2022-12-11,International Journal of Mental Health and Addiction,GIS and remotely sensed data-based morphometric elements analysis for determination of Bengal Basin evolution
2022-09-01,2022-12-22,Current Psychology,The impact of domestic violence: a prospective forensic study in the northeastern region of Algeria (Annaba)
2022-09-01,2022-12-22,Current Psychology,The impact of domestic violence: a prospective forensic study in the northeastern region of Algeria (Annaba)
2022-09-01,2022-12-22,Current Psychology,The impact of domestic violence: a prospective forensic study in the northeastern region of Algeria (Annaba)
2022-09-01,2022-12-22,Current Psychology,The impact of domestic violence: a prospective forensic study in the northeastern region of Algeria (Annaba)
2022-07-13,2022-09-28,Current Psychology,School-based Mental Health Interventions Targeting Depression or Anxiety: A Meta-analysis of Rigorous Randomized Controlled Trials for School-aged Children and Adolescents
2022-07-13,2022-09-28,Current Psychology,School-based Mental Health Interventions Targeting Depression or Anxiety: A Meta-analysis of Rigorous Randomized Controlled Trials for School-aged Children and Adolescents
2022-07-13,2022-09-28,Current Psychology,School-based Mental Health Interventions Targeting Depression or Anxiety: A Meta-analysis of Rigorous Randomized Controlled Trials for School-aged Children and Adolescents
2022-07-13,2022-09-28,Current Psychology,School-based Mental Health Interventions Targeting Depression or Anxiety: A Meta-analysis of Rigorous Randomized Controlled Trials for School-aged Children and Adolescents
2021-05-20,2022-07-19,Current Psychology,"Outcomes of Childbirth Education in PRAMS, Phase 8"
2021-05-20,2022-07-19,Current Psychology,"Outcomes of Childbirth Education in PRAMS, Phase 8"
2021-05-20,2022-07-19,Current Psychology,"Outcomes of Childbirth Education in PRAMS, Phase 8"
2022-08-21,2022-10-02,Current Psychology,A systematic review of multimodal prehabilitation in breast cancer
2022-08-21,2022-10-02,Current Psychology,A systematic review of multimodal prehabilitation in breast cancer
2022-02-18,2022-06-09,Current Psychology,Higher preoperative expectations predict better outcomes in shoulder surgery patients
2022-11-21,2022-12-28,Current Psychology,Interhemispheric Symmetry and Asymmetry of Absence Type Spike-Wave Discharges Caused by Systemic Administration of Pentylenetetrazole
2022-03-03,2022-04-26,Current Psychology,Effects of Ovariectomy on Learning in Rats in Health and after Early Proinflammatory Stress
2022-05-20,2022-09-16,Current Psychology,"The Association between Metabolic Syndrome, Frailty and Disability-Free Survival in Healthy Community-dwelling Older Adults"
2022-05-20,2022-09-16,Current Psychology,"The Association between Metabolic Syndrome, Frailty and Disability-Free Survival in Healthy Community-dwelling Older Adults"
2022-05-20,2022-09-16,Current Psychology,"The Association between Metabolic Syndrome, Frailty and Disability-Free Survival in Healthy Community-dwelling Older Adults"
2022-05-20,2022-09-16,Current Psychology,"The Association between Metabolic Syndrome, Frailty and Disability-Free Survival in Healthy Community-dwelling Older Adults"
2022-04-13,2022-08-13,Current Psychology,Brain functional connectivity differences between responders and non-responders to sleeve gastrectomy
2022-04-13,2022-08-13,Current Psychology,Brain functional connectivity differences between responders and non-responders to sleeve gastrectomy
2021-11-12,2022-04-29,Current Psychology,Responding to Acute Mental Health Crises in Black Youth: Is It Safe to Call 911?
2021-11-12,2022-04-29,Current Psychology,Responding to Acute Mental Health Crises in Black Youth: Is It Safe to Call 911?
2021-11-12,2022-04-29,Current Psychology,Responding to Acute Mental Health Crises in Black Youth: Is It Safe to Call 911?
2022-03-30,2022-07-05,Current Psychology,Dysregulation of Synaptic Plasticity Markers in Schizophrenia
2021-07-16,2021-12-08,Current Psychology,Fragrance Stimulation Mechanisms of Flowers and their Regulation Under Environmental Constraints
2021-11-22,2022-05-14,Current Psychology,The Nucleus Accumbens CRH–CRHR1 System Mediates Early-Life Stress-Induced Sleep Disturbance and Dendritic Atrophy in the Adult Mouse
2021-11-22,2022-05-14,Current Psychology,The Nucleus Accumbens CRH–CRHR1 System Mediates Early-Life Stress-Induced Sleep Disturbance and Dendritic Atrophy in the Adult Mouse
2022-11-06,2023-01-19,Current Psychology,Neuroimaging is the new “spatial omic”: multi-omic approaches to neuro-inflammation and immuno-thrombosis in acute ischemic stroke
2022-11-06,2023-01-19,Current Psychology,Neuroimaging is the new “spatial omic”: multi-omic approaches to neuro-inflammation and immuno-thrombosis in acute ischemic stroke
2022-11-06,2023-01-19,Current Psychology,Neuroimaging is the new “spatial omic”: multi-omic approaches to neuro-inflammation and immuno-thrombosis in acute ischemic stroke
2022-04-25,2022-05-20,Current Psychology,The next addiction-causing drug class 4-quinazolinone derivatives: analyses of methaqualone analogs including recently discovered 2-methoxyqualone by different modes of mass spectrometry
2022-04-25,2022-05-20,Current Psychology,The next addiction-causing drug class 4-quinazolinone derivatives: analyses of methaqualone analogs including recently discovered 2-methoxyqualone by different modes of mass spectrometry
2022-07-08,2022-08-16,Current Psychology,"Advanced molecular therapies for neurological diseases: focus on stroke, alzheimer's disease, and parkinson's disease"
2022-07-08,2022-08-16,Current Psychology,"Advanced molecular therapies for neurological diseases: focus on stroke, alzheimer's disease, and parkinson's disease"
2022-03-04,2022-08-05,Current Psychology,"A randomized, double-blind, placebo-controlled, cross-over pilot study to investigate the efficacy of Rest-ZZZ formula in healthy participants with occasional sleeplessness"
2022-03-04,2022-08-05,Current Psychology,"A randomized, double-blind, placebo-controlled, cross-over pilot study to investigate the efficacy of Rest-ZZZ formula in healthy participants with occasional sleeplessness"
2021-11-29,2022-08-01,Current Psychology,Comparison of different forecasting tools for short-range lightning strike risk assessment
2022-05-06,2022-08-02,Current Psychology,The impact of natural disasters on household debt: evidence from 2014 China family panel studies
2022-04-26,2022-07-31,Current Psychology,Association between air pollution exposure and gestational diabetes mellitus in pregnant women: a retrospective cohort study
2022-04-27,2022-07-25,Current Psychology,The role of thyroid function in female and male infertility: a narrative review
2022-04-27,2022-07-25,Current Psychology,The role of thyroid function in female and male infertility: a narrative review
2021-11-03,2022-10-02,Current Psychology,The association between forward head posture and masticatory muscle pressure pain thresholds in patients with temporomandibular joint dissorders: a cross-sectional observational study
2021-11-03,2022-10-02,Current Psychology,The association between forward head posture and masticatory muscle pressure pain thresholds in patients with temporomandibular joint dissorders: a cross-sectional observational study
2022-01-17,2022-08-22,Current Psychology,Trace-element distribution and ore-forming processes in Au–Ag-rich hydrothermal chimneys and mounds in the TA25 West vent field of the Tonga Arc
2022-03-15,2022-08-30,Current Psychology,Patients with obstructive sleep apnea are at great risk of flavor disorders: a 15-year population-based cohort study
2022-04-08,2022-12-01,European Archives of Psychiatry and Clinical Neuroscience,Formative research to promote lupus awareness and early screening at Historically Black College and University (HBCU) communities in South Carolina
2022-04-08,2022-12-01,European Archives of Psychiatry and Clinical Neuroscience,Formative research to promote lupus awareness and early screening at Historically Black College and University (HBCU) communities in South Carolina
2022-04-08,2022-12-01,European Archives of Psychiatry and Clinical Neuroscience,Formative research to promote lupus awareness and early screening at Historically Black College and University (HBCU) communities in South Carolina
2022-08-24,2022-12-12,Current Psychology,Posttraumatic growth in children aged 8–18 years with malignancies in China
2022-08-24,2022-12-12,Current Psychology,Posttraumatic growth in children aged 8–18 years with malignancies in China
2022-10-18,2022-12-20,Current Psychology,"NB housing study protocol: investigating the relationship between subsidized housing, mental health, physical health and healthcare use in New Brunswick, Canada"
2022-04-11,2022-11-08,European Archives of Psychiatry and Clinical Neuroscience,Minimising Young Children’s Anxiety through Schools (MY-CATS): statistical analysis plan for a cluster randomised controlled trial to evaluate the effectiveness and cost-effectiveness of an online parent-led intervention compared with usual school practice for young children identified as at risk for anxiety disorders
2022-06-07,2022-12-21,Current Psychology,Investigating different dimensions of infertile women’s quality of life: a descriptive cross-sectional study
2022-05-13,2022-12-20,Current Psychology,Long-term care use among people living with dementia: a retrospective register-based study from Sweden
2022-08-26,2022-12-16,European Archives of Psychiatry and Clinical Neuroscience,Subjective quality of life factorial structure across mental disorders: should we switch to assessing dimensions?
2022-06-15,2022-12-12,European Archives of Psychiatry and Clinical Neuroscience,"Self-compassion mitigates the cognitive, affective, and social impact of courtesy stigma on parents of autistic children"
2022-06-15,2022-12-12,Current Psychology,"Self-compassion mitigates the cognitive, affective, and social impact of courtesy stigma on parents of autistic children"
2022-06-15,2022-12-12,Current Psychology,"Self-compassion mitigates the cognitive, affective, and social impact of courtesy stigma on parents of autistic children"
2021-10-24,2022-12-10,Current Psychology,Accounting for Failure Through Morality: The IMF’s Involvement in (Mis)managing the Greek Crisis
2022-03-06,2022-12-13,Current Psychology,The unmet needs of older adults living in nursing homes in Mainland China: a nation-wide observational study
2022-06-13,2022-12-11,Current Psychology,Effectiveness of healthy lifestyle–based interventions in lung cancer survivors: a systematic review and meta-analysis
2022-05-10,2022-12-05,International Journal of Mental Health and Addiction,A novel ternary pattern-based automatic psychiatric disorders classification using ECG signals
2022-04-26,2022-11-16,Current Psychology,Heart rate variability as an indicator of the beneficial effects of Qigong and mindfulness training on the mind–body well-being of cancer survivors
2022-08-11,2022-11-19,Current Psychology,A cohort study on neuropathic pain of the saphenous nerve—factors influencing surgical outcome
2022-04-01,2022-12-02,Current Psychology,"Perceived stress, coping strategies, and mental health status among adolescents during the COVID-19 pandemic in Switzerland: a longitudinal study"
2022-08-19,2022-11-24,Current Psychology,Effect of social support on anxiety of medical staff one year after COVID-19 outbreak: a moderated mediating model
2021-09-09,2022-10-10,Current Psychology,"A cross-sectional analysis of registry data of severe mental disorders in Fuzhou, China: current status and prospects"
2022-09-01,2022-11-09,Current Psychology,Response Mechanism of Mechanical Behavior with Mg Plate Microstructure Evolution During Al/Mg/Al Composite Plate Rolled by hard Plate
2022-04-04,2022-11-04,Current Psychology,Fatigue trajectories during pediatric ALL therapy are associated with fatigue after treatment: a national longitudinal cohort study
2022-07-19,2022-11-24,International Journal of Mental Health and Addiction,Cognitive behavioral therapy for anxiety and depression in cancer survivors: a meta-analysis
2022-07-19,2022-11-24,Current Psychology,Cognitive behavioral therapy for anxiety and depression in cancer survivors: a meta-analysis
2022-09-30,2022-11-22,Current Psychology,Online Parent Training for The Initial Management of ADHD referrals (OPTIMA): the protocol for a randomised controlled trial of a digital parenting intervention implemented to support parents and children on a treatment waitlist
2022-09-30,2022-11-22,Current Psychology,Online Parent Training for The Initial Management of ADHD referrals (OPTIMA): the protocol for a randomised controlled trial of a digital parenting intervention implemented to support parents and children on a treatment waitlist
2022-07-21,2022-12-07,Current Psychology,The mediating effects of coping style and resilience on the relationship between parenting style and academic procrastination among Chinese undergraduate nursing students: a cross-sectional study
2022-07-21,2022-12-07,European Archives of Psychiatry and Clinical Neuroscience,The mediating effects of coping style and resilience on the relationship between parenting style and academic procrastination among Chinese undergraduate nursing students: a cross-sectional study
2022-07-21,2022-12-07,European Archives of Psychiatry and Clinical Neuroscience,The mediating effects of coping style and resilience on the relationship between parenting style and academic procrastination among Chinese undergraduate nursing students: a cross-sectional study
2022-06-07,2022-11-22,Current Psychology,Association of meaning in life with preventive healthcare use among Chinese adults: are there age and gender differences?
2022-05-13,2022-11-25,Current Psychology,"Association of physical activity, sedentary behaviour, and daylight exposure with sleep in an ageing population: findings from the Whitehall accelerometer sub-study"
2022-06-28,2022-11-30,Current Psychology,Development of a set of patient reported outcome measures for patients with benign liver tumours and cysts: patient focus groups and systematic review
2021-12-29,2022-08-31,European Archives of Psychiatry and Clinical Neuroscience,Hydrophilic dispersion polymer material for sand treatment: an investigation of mechanical improvement and microstructural characteristics
2022-05-13,2022-11-21,Current Psychology,Self-reported sleep quality and oligo/astheno/teratozoospermia among men attending an infertility clinic: a longitudinal study
2021-06-11,2022-11-28,International Journal of Mental Health and Addiction,Moderators of long-term treatment outcome when comparing two group interventions for adolescents with ADHD: who benefits more from DBT-based skills training?
2021-06-11,2022-11-28,Current Psychology,Moderators of long-term treatment outcome when comparing two group interventions for adolescents with ADHD: who benefits more from DBT-based skills training?
2022-01-31,2022-11-30,Current Psychology,Genetic of grain iron and zinc content and grain-related traits in bread wheat crosses
2022-07-18,2022-11-10,European Archives of Psychiatry and Clinical Neuroscience,The effectiveness of using virtual reality technology for perioperative anxiety among adults undergoing elective surgery: a randomised controlled trial protocol
2022-04-26,2022-07-26,"Cognitive, Affective, & Behavioral Neuroscience",The ‘Gender Life-Satisfaction/Depression Paradox’ Is an Artefact of Inappropriate Control Variables
2022-07-06,2022-08-22,Current Psychology,Photobiomodulation therapy in mood disorders: a systematic review
2022-07-06,2022-08-22,International Journal of Cognitive Therapy,Photobiomodulation therapy in mood disorders: a systematic review
2022-07-29,2022-08-18,Current Psychology,Brain-derived neurotrophic factor (BDNF): a multifaceted marker in chronic kidney disease
2022-07-29,2022-08-18,Academic Psychiatry,Brain-derived neurotrophic factor (BDNF): a multifaceted marker in chronic kidney disease
2022-07-29,2022-08-18,European Archives of Psychiatry and Clinical Neuroscience,Brain-derived neurotrophic factor (BDNF): a multifaceted marker in chronic kidney disease
2021-05-20,2021-09-08,Current Treatment Options in Psychiatry,Predictors of Health-Related Quality of Life Among African American Men
2021-05-20,2021-09-08,Current Psychology,Predictors of Health-Related Quality of Life Among African American Men
2022-06-09,2022-07-05,European Archives of Psychiatry and Clinical Neuroscience,"The OPTIMISE study protocol: a multicentre optimisation trial comparing continuous glucose monitoring, snacking habits, sleep extension and values-guided self-care interventions to improve glucose time-in-range in young people (13–20 years) with type 1 diabetes"
2021-07-17,2021-10-25,Current Psychology,Cancer patients attending treatment during COVID-19: intolerance of uncertainty and psychological distress
2022-05-30,2022-06-22,Current Psychology,Chronic Nonspecific Back Pain
2021-05-31,2022-11-22,Current Psychology,Finds of Karangat Deposits in the East of the Black Sea
2021-05-31,2022-11-22,International Journal of Mental Health and Addiction,Finds of Karangat Deposits in the East of the Black Sea
2022-03-06,2022-07-08,Academic Psychiatry,Tryptophan and serotonin levels as potent biomarkers in diabetes mellitus complications: a new approach of diagnostic role
2022-03-06,2022-07-08,Current Psychology,Tryptophan and serotonin levels as potent biomarkers in diabetes mellitus complications: a new approach of diagnostic role
2022-06-13,2022-10-10,Current Psychology,"A synthesis of fauna, palaeoenvironments and stratigraphy of the Miocene Tagay locality (Olkhon Island, Lake Baikal, Eastern Siberia)"
2022-05-21,2022-08-08,Current Psychology,Effect of the Parameters of Pulsed Electric Fields on the Average Current Density in the Electrodialysis Desalination of a Phosphate-Containing Solution
2022-03-22,2022-10-13,Current Psychology,"Emotion recognition, alexithymia, empathy, and emotion regulation in women with anorexia nervosa"
2022-03-22,2022-10-13,Current Psychology,"Emotion recognition, alexithymia, empathy, and emotion regulation in women with anorexia nervosa"
2021-08-09,2021-12-29,Current Psychology,"Samba, deep water, and poles: a framework for exercise prescription in Parkinson's disease"
2022-03-21,2022-09-13,Current Psychology,Enhanced permeability of cellulose acetate ultrafiltration membrane by incorporation of cellulose graft copolymer
2022-03-21,2022-04-11,International Journal of Mental Health and Addiction,Long-Term Variability of the Composition of Near-Surface Aerosol over Desertified and Arid Zones in Southern Russia
2022-07-28,2022-07-28,European Archives of Psychiatry and Clinical Neuroscience,US and Russian Financial Markets: Comparative Analysis
2022-04-20,2022-10-04,"Cognitive, Affective, & Behavioral Neuroscience",The first assessment of the genetic diversity and structure of the endangered West Indian manatee in Cuba
2021-12-06,2021-12-19,Academic Psychiatry,Local Anaesthetic Nerve Blocks in Endoscopic Nasal and Sinus Surgery
2022-02-26,2022-10-31,Current Psychology,Exploration of Geothermal Resources Utilizing Geophysical and Borehole Data in the Abu Gharadig Basin of Egypt’s Northern Western Desert
2021-12-20,2022-04-15,Current Psychology,"Early Cambrian Biotas of the South of the Latvian Saddle of the Eastern European Platform, Belarus"
2022-06-13,2022-09-02,Current Psychology,Efficacy and Safety of Neurolytic Splanchnic Nerve Block via Transintervertebral Disc Approach to Retrocrural Space: A Multicenter Retrospective Study
2021-12-01,2022-03-20,Current Psychology,Problem gambling and anxiety disorders in the general swedish population – a case control study
2021-09-20,2022-02-19,Current Psychology,Assessment of genetic diversity of Aconitum heterophyllum Wall. ex Royle using ISSR markers: an endangered medicinal herb of Himalaya
2022-06-23,2022-08-17,Current Psychology,A screening test is not enough to define the prognostic role of cognitive impairment after hip fracture: a short-term prospective study
2022-06-23,2022-08-17,Current Psychology,A screening test is not enough to define the prognostic role of cognitive impairment after hip fracture: a short-term prospective study
2021-08-27,2022-08-05,International Journal of Mental Health and Addiction,A range-wide analysis of population structure and genomic variation within the critically endangered spiny daisy (Acanthocladium dockeri)
2022-02-03,2022-04-21,Current Psychology,"Paraesophageal hernia repair with laparoscopic Toupet fundoplication: impact on pulmonary function, respiratory symptoms and quality of life"
2022-02-03,2022-04-21,Current Psychology,"Paraesophageal hernia repair with laparoscopic Toupet fundoplication: impact on pulmonary function, respiratory symptoms and quality of life"
2022-02-01,2022-06-14,Current Psychology,Moderate Ethanol-Preconditioning Offers Ischemic Tolerance Against Focal Cerebral Ischemic/Reperfusion: Role of Large Conductance Calcium-Activated Potassium Channel
2022-06-21,2022-09-09,International Journal of Mental Health and Addiction,250-Year reconstruction of pollarding events reveals sharp management changes in Iberian ash woodlands
2022-10-07,2022-11-14,Current Psychology,Personality functioning and the pathogenic effect of childhood maltreatment in a high-risk sample
2022-09-29,2022-11-15,International Journal of Mental Health and Addiction,Understanding internal migration in the UK before and during the COVID-19 pandemic using twitter data
2022-09-29,2022-11-15,International Journal of Mental Health and Addiction,Understanding internal migration in the UK before and during the COVID-19 pandemic using twitter data
2022-05-20,2022-11-15,Psychological Research,Fidelity of the latest high-resolution CORDEX-CORE regional climate model simulations in the representation of the Indian summer monsoon precipitation characteristics
2022-04-30,2022-11-15,European Archives of Psychiatry and Clinical Neuroscience,Effect of long-acting injectable antipsychotics on 1-year hospitalization in bipolar disorder: a mirror-image study
2022-04-30,2022-11-15,Current Psychology,Effect of long-acting injectable antipsychotics on 1-year hospitalization in bipolar disorder: a mirror-image study
2022-07-24,2022-11-16,European Archives of Psychiatry and Clinical Neuroscience,Evaluation of some factors on birth and weaning weights in Awassi sheep by using GLM and CART analysis
2022-06-23,2022-11-15,International Journal of Mental Health and Addiction,Recollections of Parental Mental Illness and Substance Use and Early Maladaptive Schemas in Adulthood
2022-09-05,2022-10-13,Current Psychology,Management of cancer pain due to bone metastasis
2022-07-27,2022-11-08,Current Psychology,Effect of implementing a birth plan on maternal and neonatal outcomes: a randomized controlled trial
2022-07-25,2022-11-08,Current Psychology,Changes in drug demand when a pandemic coincides with other outbreaks in a war zone country: a cross-sectional pilot study
2022-05-26,2022-09-05,Current Psychology,"Survival time and predictors of death among HIV infected under five children after initiation of anti -retroviral therapy in West Amhara Referral Hospitals, Northwest Ethiopia"
2022-09-17,2022-11-12,Current Psychology,The relationship between negative life events and non-suicidal self-injury (NSSI) among Chinese junior high school students: the mediating role of emotions
2022-06-05,2022-10-27,Current Psychology,Prevalence of Undiagnosed Acute Hepatic Porphyria in Cyclic Vomiting Syndrome and Overlap in Clinical Symptoms
2022-06-06,2022-10-28,Current Psychology,Estimating critical values from electrocardiogram using a deep ordinal convolutional neural network
2021-09-08,2022-10-24,International Journal of Mental Health and Addiction,Medical care-seeking patterns among women with menstrual syndromes-related diagnoses: a longitudinal population-based study
2021-09-08,2022-10-24,Current Psychology,Medical care-seeking patterns among women with menstrual syndromes-related diagnoses: a longitudinal population-based study
2022-08-13,2022-11-07,Current Psychology,Prevalence of pharmacological and non-pharmacological coping mechanisms for anxiety management during the COVID-19 pandemic: investigating the transition to online learning among medical students
2022-04-12,2022-10-25,Current Psychology,Simultaneous transcranial electrical and magnetic stimulation boost gamma oscillations in the dorsolateral prefrontal cortex
2022-06-09,2022-10-12,Current Psychology,"The burden of rheumatoid arthritis in the Middle East and North Africa region, 1990–2019"
2022-04-07,2022-10-26,Current Psychology,Ultra-wide-field fundus photography compared to ophthalmoscopy in diagnosing and classifying major retinal diseases
2022-01-23,2022-08-31,Academic Psychiatry,"Asthma History, Current Situation, an Overview of Its Control History, Challenges, and Ongoing Management Programs: An Updated Review"
2022-01-23,2022-08-31,Current Psychology,"Asthma History, Current Situation, an Overview of Its Control History, Challenges, and Ongoing Management Programs: An Updated Review"
2022-07-22,2022-10-23,Current Psychology,"The relation between the symbol digit modalities test, fatigue, depression, and anxiety symptoms in a Belgian MS cohort"
2022-03-04,2022-10-25,Current Psychology,The effects of pregnancy discrimination on postpartum depressive symptoms: a follow-up study
2022-03-04,2022-10-25,Current Psychology,The effects of pregnancy discrimination on postpartum depressive symptoms: a follow-up study
2022-07-04,2022-10-27,Current Psychology,"Adversity, emotion, and resilience among Syrian refugees in the Netherlands"
2022-06-16,2022-10-25,European Archives of Psychiatry and Clinical Neuroscience,The relationship between menopausal syndrome and gut microbes
2021-09-17,2022-09-27,Current Psychology,Sociocultural factors in relation to mental health within the Inuit population of Nunavik
2022-03-18,2022-09-19,Current Psychology,Sleep and fatigue among youth with sickle cell disease: A daily diary study
2022-03-18,2022-09-19,Current Psychology,Sleep and fatigue among youth with sickle cell disease: A daily diary study
2022-07-13,2022-10-10,Current Psychology,Effect of sulfur doping of zinc-imidazole coordination polymer (ZnIm CP) as a novel photocatalyst for degradation of ionic dyes
2022-07-13,2022-10-10,Current Psychology,Effect of sulfur doping of zinc-imidazole coordination polymer (ZnIm CP) as a novel photocatalyst for degradation of ionic dyes
2021-12-01,2022-10-02,Current Psychology,Childhood Predictors of Adult Intimate Partner Violence Perpetration and Victimization
2022-05-05,2022-10-13,Current Psychology,"Associations of impulsivity, hyperactivity, and inattention with nonsuicidal self-injury and suicidal behavior: longitudinal cohort study following children at risk for neurodevelopmental disorders into mid-adolescence"
2022-05-05,2022-10-13,Current Psychology,"Associations of impulsivity, hyperactivity, and inattention with nonsuicidal self-injury and suicidal behavior: longitudinal cohort study following children at risk for neurodevelopmental disorders into mid-adolescence"
2021-06-07,2022-09-13,Current Psychology,Adolescents’ emotional reactions for not intervening in cyberbullying as moderators in the longitudinal association between witnessing cyberbullying and health issues
2021-06-07,2022-09-13,Current Psychology,Adolescents’ emotional reactions for not intervening in cyberbullying as moderators in the longitudinal association between witnessing cyberbullying and health issues
2021-01-17,2021-05-23,Current Psychology,Affective symptom dimensions in early-onset psychosis over time: a principal component factor analysis of the Young Mania Rating Scale and the Hamilton Depression Rating Scale
2022-06-21,2022-08-06,Current Psychology,Non-motor symptoms burden in motor-fluctuating patients with Parkinson’s disease may be alleviated by safinamide: the VALE-SAFI study
2022-03-08,2022-07-29,Current Psychology,Moral Injury in Health Care: Identification and Repair in the COVID-19 Era
2022-04-01,2022-07-01,Current Psychology,The Distinct Roles of Biological and Perceived Pubertal Timing in Delinquency and Depressive Symptoms from Adolescence to Adulthood
2021-11-18,2022-05-09,Current Psychology,The reality of E-counseling services in the light of Digital learning from the point of View of Teachers in Jordan
2021-02-02,2021-08-09,Current Psychology,Financialisation of schooling in Australia through private debt: a case study of Edstart
2021-02-02,2021-08-09,Current Psychology,Financialisation of schooling in Australia through private debt: a case study of Edstart
2022-06-04,2022-07-17,Current Psychology,"Urban flood susceptibility mapping in Ilorin, Nigeria, using GIS and multi-criteria decision analysis"
2022-06-04,2022-07-17,Current Psychology,"Urban flood susceptibility mapping in Ilorin, Nigeria, using GIS and multi-criteria decision analysis"
2022-06-10,2022-08-18,Current Psychology,Identification of TMEM106B amyloid fibrils provides an updated view of TMEM106B biology in health and disease
2022-06-10,2022-08-18,Current Psychology,Identification of TMEM106B amyloid fibrils provides an updated view of TMEM106B biology in health and disease
2022-05-21,2022-07-30,Current Psychology,Efficacy of combination therapy with biofeedback and dapoxetine in lifelong premature ejaculation treatment: a prospective randomized study
2021-12-09,2022-10-18,Current Psychology,Circ_0008529 Contributes to Renal Tubular Cell Dysfunction in High Glucose Stress via miR-185-5p/SMAD2 Pathway in Diabetic Nephropathy
2022-09-27,2022-10-12,European Archives of Psychiatry and Clinical Neuroscience,Therapeutic intervention in fear of cancer recurrence in adult oncology patients: a systematic review
2022-01-22,2022-09-19,Current Psychology,"Associations between adverse childhood experiences and overweight, obese, smoking and binge drinking among adult patients with depression in China"
2021-12-14,2022-10-14,Current Psychology,"Mitochondrial biogenesis, telomere length and cellular senescence in Parkinson’s disease and Lewy body dementia"
2022-08-01,2022-10-07,Academic Psychiatry,Post-traumatic growth in adult patients with systemic lupus erythematosus: a cross-sectional study in China
2022-02-24,2022-09-15,International Journal of Mental Health and Addiction,Using a mixed method to identify communication skills training priorities for Chinese general practitioners in diabetes care
2022-04-04,2022-09-21,International Journal of Mental Health and Addiction,The effectiveness of case management for cancer patients: an umbrella review
2022-05-20,2022-10-04,Current Psychology,"HINT1 neuropathy in Lithuania: clinical, genetic, and functional profiling"
2022-08-18,2022-09-28,Current Psychology,Mitochondrial Dysfunction in Polycystic Ovary Syndrome
2022-09-05,2022-09-20,European Archives of Psychiatry and Clinical Neuroscience,The effect of an integrated care intervention of multidisciplinary mental health treatment and employment services for trauma-affected refugees: study protocol for a randomised controlled trial
2021-11-02,2022-09-15,Current Psychology,"Effectiveness and safety of safinamide in routine clinical practice in a Belgian Parkinson’s disease population: an open-label, levodopa add-on study"
2022-08-24,2022-09-18,International Journal of Mental Health and Addiction,The association between primary nonmonosymptomatic nocturnal enuresis and the presence of specific phobia: a case–control study
2022-03-21,2022-09-04,Current Psychology,Clustering tropical cyclone genesis on ENSO timescales in the Southwest Pacific
2022-03-21,2022-09-04,Current Psychology,Clustering tropical cyclone genesis on ENSO timescales in the Southwest Pacific
2021-11-19,2022-03-25,Current Psychology,Depression and anxiety are associated with worse baseline function in hip arthroscopy patients
2021-11-19,2022-03-25,Current Psychology,Depression and anxiety are associated with worse baseline function in hip arthroscopy patients
2022-03-01,2022-03-18,Current Psychology,First Find of Reptiles in the Nearshore Marine Lower Triassic of the Bolshoe Bogdo Mountain (Peri-Caspian Depression)
2022-03-01,2022-03-18,Current Psychology,First Find of Reptiles in the Nearshore Marine Lower Triassic of the Bolshoe Bogdo Mountain (Peri-Caspian Depression)
2022-03-01,2022-03-18,Current Psychology,First Find of Reptiles in the Nearshore Marine Lower Triassic of the Bolshoe Bogdo Mountain (Peri-Caspian Depression)
2020-06-25,2020-12-10,International Journal of Mental Health and Addiction,Body mass index and bullying victimization as antecedents for depressive symptoms in a Swedish youth cohort
2021-04-19,2021-08-24,International Journal of Mental Health and Addiction,"Cancer survivorship care for young adults: a risk-stratified, multicenter randomized controlled trial to improve symptoms"
2021-04-19,2021-08-24,"Cognitive, Affective, & Behavioral Neuroscience","Cancer survivorship care for young adults: a risk-stratified, multicenter randomized controlled trial to improve symptoms"
2022-05-15,2022-06-02,Current Psychology,"The Glaciolacustrine Terrace in the Izborsk-Malskaya Valley (the North-West of Russia): Composition, Age, and Origin"
2022-03-18,2022-06-21,International Journal of Mental Health and Addiction,Theory of mind: a new perspective on cluster headache—a cross-sectional study
2022-03-18,2022-06-21,Current Psychology,Theory of mind: a new perspective on cluster headache—a cross-sectional study
2022-03-18,2022-06-21,Academic Psychiatry,Theory of mind: a new perspective on cluster headache—a cross-sectional study
2021-12-04,2022-04-12,International Journal of Mental Health and Addiction,The Two Main Macroeconomic Theories of Keynes and Friedman and Their Use in the Economic Policy of the World’s Major Countries and Russia
2022-02-17,2022-06-15,International Journal of Mental Health and Addiction,Relaxin does not prevent development of hypoxia-induced pulmonary edema in rats
2021-07-22,2022-01-18,International Journal of Mental Health and Addiction,"The Psychiatric Nurse Care Coordinator on a Multi-disciplinary, Community Mental Health Treatment Team"
2021-07-22,2022-01-18,European Archives of Psychiatry and Clinical Neuroscience,"The Psychiatric Nurse Care Coordinator on a Multi-disciplinary, Community Mental Health Treatment Team"
2021-07-22,2022-01-18,International Journal of Mental Health and Addiction,"The Psychiatric Nurse Care Coordinator on a Multi-disciplinary, Community Mental Health Treatment Team"
2021-11-06,2022-05-18,Current Psychology,Effects of partial sleep deprivation on prefrontal cognitive functions in adolescents
2021-11-19,2022-10-31,European Archives of Psychiatry and Clinical Neuroscience,Neurocognitive testing in predicting conversion to Alzheimer's disease
