1,2,journal,title
2022-03-16,2022-10-21,Child Psychiatry & Human Development,Longitudinal correlates of fruit and vegetable consumption with depressive symptoms among middle-aged and older adults in South Africa
2022-03-16,2022-10-21,Cellular and Molecular Neurobiology,Longitudinal correlates of fruit and vegetable consumption with depressive symptoms among middle-aged and older adults in South Africa
2022-03-16,2022-10-21,Reproductive Sciences,Longitudinal correlates of fruit and vegetable consumption with depressive symptoms among middle-aged and older adults in South Africa
2022-03-16,2022-10-21,Mindfulness,Longitudinal correlates of fruit and vegetable consumption with depressive symptoms among middle-aged and older adults in South Africa
2022-03-16,2022-10-21,Neurochemical Research,Longitudinal correlates of fruit and vegetable consumption with depressive symptoms among middle-aged and older adults in South Africa
2022-03-16,2022-10-21,Research on Child and Adolescent Psychopathology,Longitudinal correlates of fruit and vegetable consumption with depressive symptoms among middle-aged and older adults in South Africa
2022-03-16,2022-10-21,Cognitive Computation,Longitudinal correlates of fruit and vegetable consumption with depressive symptoms among middle-aged and older adults in South Africa
2021-10-08,2022-09-08,Journal of Neuro-Oncology,Pain and associated factors in German occupational therapists: a nationwide cross-sectional survey study
2021-10-08,2022-09-08,Reactions Weekly,Pain and associated factors in German occupational therapists: a nationwide cross-sectional survey study
2021-10-08,2022-09-08,Supportive Care in Cancer,Pain and associated factors in German occupational therapists: a nationwide cross-sectional survey study
2021-10-08,2022-09-08,Archives of Sexual Behavior,Pain and associated factors in German occupational therapists: a nationwide cross-sectional survey study
2021-10-08,2022-09-08,Community Mental Health Journal,Pain and associated factors in German occupational therapists: a nationwide cross-sectional survey study
2021-10-08,2022-09-08,Bulletin of Experimental Biology and Medicine,Pain and associated factors in German occupational therapists: a nationwide cross-sectional survey study
2021-10-08,2022-09-08,Administration and Policy in Mental Health and Mental Health Services Research,Pain and associated factors in German occupational therapists: a nationwide cross-sectional survey study
2021-10-08,2022-09-08,Brain Topography,Pain and associated factors in German occupational therapists: a nationwide cross-sectional survey study
2021-10-08,2022-09-08,Administration and Policy in Mental Health and Mental Health Services Research,Pain and associated factors in German occupational therapists: a nationwide cross-sectional survey study
2021-10-08,2022-09-08,Nature Medicine,Pain and associated factors in German occupational therapists: a nationwide cross-sectional survey study
2021-10-08,2022-09-08,Reactions Weekly,Pain and associated factors in German occupational therapists: a nationwide cross-sectional survey study
2022-07-12,2022-10-03,Sleep and Breathing,Metabolic risk factors and psychosocial problems independently explain poor sleep quality and obstructive sleep apnea symptoms among adults in urban India
2022-07-12,2022-10-03,Acta Neurologica Belgica,Metabolic risk factors and psychosocial problems independently explain poor sleep quality and obstructive sleep apnea symptoms among adults in urban India
2021-10-01,2022-09-28,Cellular and Molecular Neurobiology,"Cognitive and biological effects of citrus phytochemicals in subjective cognitive decline: a 36-week, randomized, placebo-controlled trial"
2021-10-01,2022-09-28,Prevention Science,"Cognitive and biological effects of citrus phytochemicals in subjective cognitive decline: a 36-week, randomized, placebo-controlled trial"
2021-10-01,2022-09-28,Journal of Autism and Developmental Disorders,"Cognitive and biological effects of citrus phytochemicals in subjective cognitive decline: a 36-week, randomized, placebo-controlled trial"
2021-10-01,2022-09-28,Journal of Cancer Survivorship,"Cognitive and biological effects of citrus phytochemicals in subjective cognitive decline: a 36-week, randomized, placebo-controlled trial"
2022-08-16,2022-09-27,European Child & Adolescent Psychiatry,"Long-term methylphenidate use for children and adolescents with attention deficit hyperactivity disorder and risk for depression, conduct disorder, and psychotic disorder: a nationwide longitudinal cohort study in South Korea"
2022-08-16,2022-09-27,Current Psychology,"Long-term methylphenidate use for children and adolescents with attention deficit hyperactivity disorder and risk for depression, conduct disorder, and psychotic disorder: a nationwide longitudinal cohort study in South Korea"
2022-08-16,2022-09-27,SN Comprehensive Clinical Medicine,"Long-term methylphenidate use for children and adolescents with attention deficit hyperactivity disorder and risk for depression, conduct disorder, and psychotic disorder: a nationwide longitudinal cohort study in South Korea"
2022-08-16,2022-09-27,Journal of Clinical Psychology in Medical Settings,"Long-term methylphenidate use for children and adolescents with attention deficit hyperactivity disorder and risk for depression, conduct disorder, and psychotic disorder: a nationwide longitudinal cohort study in South Korea"
2022-08-16,2022-09-27,Journal of Racial and Ethnic Health Disparities,"Long-term methylphenidate use for children and adolescents with attention deficit hyperactivity disorder and risk for depression, conduct disorder, and psychotic disorder: a nationwide longitudinal cohort study in South Korea"
2022-04-16,2022-07-21,Neurotoxicity Research,Scrutinizing the Therapeutic Promise of Purinergic Receptors Targeting Depression
2022-04-16,2022-07-21,Research on Child and Adolescent Psychopathology,Scrutinizing the Therapeutic Promise of Purinergic Receptors Targeting Depression
2022-04-16,2022-07-21,Prevention Science,Scrutinizing the Therapeutic Promise of Purinergic Receptors Targeting Depression
2022-04-16,2022-07-21,Pharmacological Reports,Scrutinizing the Therapeutic Promise of Purinergic Receptors Targeting Depression
2022-04-16,2022-07-21,Archives of Women's Mental Health,Scrutinizing the Therapeutic Promise of Purinergic Receptors Targeting Depression
2022-04-16,2022-07-21,International Journal of Mental Health and Addiction,Scrutinizing the Therapeutic Promise of Purinergic Receptors Targeting Depression
2022-04-16,2022-07-21,The Journal of Behavioral Health Services & Research,Scrutinizing the Therapeutic Promise of Purinergic Receptors Targeting Depression
2022-04-16,2022-07-21,Psychopharmacology,Scrutinizing the Therapeutic Promise of Purinergic Receptors Targeting Depression
2022-04-16,2022-07-21,Neuroscience and Behavioral Physiology,Scrutinizing the Therapeutic Promise of Purinergic Receptors Targeting Depression
2022-04-16,2022-07-21,Current Psychology,Scrutinizing the Therapeutic Promise of Purinergic Receptors Targeting Depression
2022-04-16,2022-07-21,Current Psychology,Scrutinizing the Therapeutic Promise of Purinergic Receptors Targeting Depression
2022-04-16,2022-07-21,Psychopharmacology,Scrutinizing the Therapeutic Promise of Purinergic Receptors Targeting Depression
2021-12-22,2022-04-07,Science China Life Sciences,Interactions between central nervous system and peripheral metabolic organs
2021-12-22,2022-04-07,Sex Roles,Interactions between central nervous system and peripheral metabolic organs
2021-12-22,2022-04-07,European Spine Journal,Interactions between central nervous system and peripheral metabolic organs
2021-12-22,2022-04-07,International Archives of Occupational and Environmental Health,Interactions between central nervous system and peripheral metabolic organs
2021-12-22,2022-04-07,Maternal and Child Health Journal,Interactions between central nervous system and peripheral metabolic organs
2021-12-22,2022-04-07,Journal of Immigrant and Minority Health,Interactions between central nervous system and peripheral metabolic organs
2021-12-22,2022-04-07,Current Psychology,Interactions between central nervous system and peripheral metabolic organs
2021-12-22,2022-04-07,Reactions Weekly,Interactions between central nervous system and peripheral metabolic organs
2021-12-22,2022-04-07,Social Psychiatry and Psychiatric Epidemiology,Interactions between central nervous system and peripheral metabolic organs
2021-12-22,2022-04-07,Immunologic Research,Interactions between central nervous system and peripheral metabolic organs
2021-12-22,2022-04-07,Pharmacological Reports,Interactions between central nervous system and peripheral metabolic organs
2021-12-22,2022-04-07,Reactions Weekly,Interactions between central nervous system and peripheral metabolic organs
2021-12-22,2022-04-07,Research on Child and Adolescent Psychopathology,Interactions between central nervous system and peripheral metabolic organs
2022-06-01,2022-08-18,Experimental Brain Research,"A perspective on molecular signalling dysfunction, its clinical relevance and therapeutics in autism spectrum disorder"
2022-06-01,2022-08-18,Academic Psychiatry,"A perspective on molecular signalling dysfunction, its clinical relevance and therapeutics in autism spectrum disorder"
2022-06-01,2022-08-18,Community Mental Health Journal,"A perspective on molecular signalling dysfunction, its clinical relevance and therapeutics in autism spectrum disorder"
2022-06-01,2022-08-18,Pharmacological Reports,"A perspective on molecular signalling dysfunction, its clinical relevance and therapeutics in autism spectrum disorder"
2022-06-01,2022-08-18,Reviews in Endocrine and Metabolic Disorders,"A perspective on molecular signalling dysfunction, its clinical relevance and therapeutics in autism spectrum disorder"
2022-06-01,2022-08-18,International Journal of Mental Health and Addiction,"A perspective on molecular signalling dysfunction, its clinical relevance and therapeutics in autism spectrum disorder"
2022-06-01,2022-08-18,Neuroscience and Behavioral Physiology,"A perspective on molecular signalling dysfunction, its clinical relevance and therapeutics in autism spectrum disorder"
2022-06-01,2022-08-18,Archives of Sexual Behavior,"A perspective on molecular signalling dysfunction, its clinical relevance and therapeutics in autism spectrum disorder"
2022-06-01,2022-08-18,Journal of Behavioral Medicine,"A perspective on molecular signalling dysfunction, its clinical relevance and therapeutics in autism spectrum disorder"
2022-06-01,2022-08-18,The Journal of Behavioral Health Services & Research,"A perspective on molecular signalling dysfunction, its clinical relevance and therapeutics in autism spectrum disorder"
2022-06-01,2022-08-18,Multimedia Tools and Applications,"A perspective on molecular signalling dysfunction, its clinical relevance and therapeutics in autism spectrum disorder"
2022-03-08,2022-08-29,Archives of Women's Mental Health,The effect of hyperandrogenism and obesity on mindfulness and metacognition in adolescents with polycystic ovary syndrome
2022-03-08,2022-08-29,Journal of Youth and Adolescence,The effect of hyperandrogenism and obesity on mindfulness and metacognition in adolescents with polycystic ovary syndrome
2022-03-08,2022-08-29,Neuroscience and Behavioral Physiology,The effect of hyperandrogenism and obesity on mindfulness and metacognition in adolescents with polycystic ovary syndrome
2022-03-08,2022-08-29,Child Psychiatry & Human Development,The effect of hyperandrogenism and obesity on mindfulness and metacognition in adolescents with polycystic ovary syndrome
2022-03-08,2022-08-29,Sleep and Biological Rhythms,The effect of hyperandrogenism and obesity on mindfulness and metacognition in adolescents with polycystic ovary syndrome
2022-03-08,2022-08-29,Social Psychiatry and Psychiatric Epidemiology,The effect of hyperandrogenism and obesity on mindfulness and metacognition in adolescents with polycystic ovary syndrome
2022-03-08,2022-08-29,Brain Imaging and Behavior,The effect of hyperandrogenism and obesity on mindfulness and metacognition in adolescents with polycystic ovary syndrome
2022-03-08,2022-08-29,Current Psychology,The effect of hyperandrogenism and obesity on mindfulness and metacognition in adolescents with polycystic ovary syndrome
2022-03-08,2022-08-29,Metabolic Brain Disease,The effect of hyperandrogenism and obesity on mindfulness and metacognition in adolescents with polycystic ovary syndrome
2022-03-08,2022-08-29,Applied Intelligence,The effect of hyperandrogenism and obesity on mindfulness and metacognition in adolescents with polycystic ovary syndrome
2022-06-08,2022-08-31,Journal of Racial and Ethnic Health Disparities,Sleep Duration and Chronic Disease Among Older Native Hawaiians or Other Pacific Islanders and Asians: Analysis of the Behavioral Risk Factor Surveillance System
2022-06-08,2022-08-31,European Archives of Psychiatry and Clinical Neuroscience,Sleep Duration and Chronic Disease Among Older Native Hawaiians or Other Pacific Islanders and Asians: Analysis of the Behavioral Risk Factor Surveillance System
2022-06-08,2022-08-31,Child Psychiatry & Human Development,Sleep Duration and Chronic Disease Among Older Native Hawaiians or Other Pacific Islanders and Asians: Analysis of the Behavioral Risk Factor Surveillance System
2022-04-25,2022-07-14,Journal of Autism and Developmental Disorders,Sex-specific patterns and lifetime risk of multimorbidity in the general population: a 23-year prospective cohort study
2022-04-25,2022-07-14,Child Psychiatry & Human Development,Sex-specific patterns and lifetime risk of multimorbidity in the general population: a 23-year prospective cohort study
2022-04-25,2022-07-14,European Child & Adolescent Psychiatry,Sex-specific patterns and lifetime risk of multimorbidity in the general population: a 23-year prospective cohort study
2020-09-17,2022-07-25,Cellular and Molecular Life Sciences,Guided imagery for treatment (GIFT): protocol of a pilot trial of guided imagery versus treatment as usual to address radiotherapy-related distress in head and neck cancer
2020-09-17,2022-07-25,Journal of Child & Adolescent Trauma,Guided imagery for treatment (GIFT): protocol of a pilot trial of guided imagery versus treatment as usual to address radiotherapy-related distress in head and neck cancer
2020-09-17,2022-07-25,Psychiatric Quarterly,Guided imagery for treatment (GIFT): protocol of a pilot trial of guided imagery versus treatment as usual to address radiotherapy-related distress in head and neck cancer
2020-09-17,2022-07-25,Research on Biomedical Engineering,Guided imagery for treatment (GIFT): protocol of a pilot trial of guided imagery versus treatment as usual to address radiotherapy-related distress in head and neck cancer
2020-09-17,2022-07-25,European Child & Adolescent Psychiatry,Guided imagery for treatment (GIFT): protocol of a pilot trial of guided imagery versus treatment as usual to address radiotherapy-related distress in head and neck cancer
2020-09-17,2022-07-25,Physical and Engineering Sciences in Medicine,Guided imagery for treatment (GIFT): protocol of a pilot trial of guided imagery versus treatment as usual to address radiotherapy-related distress in head and neck cancer
2020-09-17,2022-07-25,Archives of Gynecology and Obstetrics,Guided imagery for treatment (GIFT): protocol of a pilot trial of guided imagery versus treatment as usual to address radiotherapy-related distress in head and neck cancer
2020-12-04,2021-04-15,European Child & Adolescent Psychiatry,Patterns of internalizing symptoms and disability functioning in children and adolescents
2020-12-04,2021-04-15,Current Psychology,Patterns of internalizing symptoms and disability functioning in children and adolescents
2020-12-04,2021-04-15,Journal of Quantitative Criminology,Patterns of internalizing symptoms and disability functioning in children and adolescents
2020-12-04,2021-04-15,Psychopharmacology,Patterns of internalizing symptoms and disability functioning in children and adolescents
2020-12-04,2021-04-15,Current Pain and Headache Reports,Patterns of internalizing symptoms and disability functioning in children and adolescents
2020-12-04,2021-04-15,The European Journal of Health Economics,Patterns of internalizing symptoms and disability functioning in children and adolescents
2020-12-04,2021-04-15,Mindfulness,Patterns of internalizing symptoms and disability functioning in children and adolescents
2020-12-04,2021-04-15,School Mental Health,Patterns of internalizing symptoms and disability functioning in children and adolescents
2020-12-04,2021-04-15,Psychopharmacology,Patterns of internalizing symptoms and disability functioning in children and adolescents
2020-12-04,2021-04-15,Clinical Drug Investigation,Patterns of internalizing symptoms and disability functioning in children and adolescents
2021-09-17,2022-02-07,Digestive Diseases and Sciences,Impact of Comorbid Psychiatric Disorders on Healthcare Utilization in Patients with Inflammatory Bowel Disease: A Nationally Representative Cohort Study
2021-09-17,2022-02-07,Reactions Weekly,Impact of Comorbid Psychiatric Disorders on Healthcare Utilization in Patients with Inflammatory Bowel Disease: A Nationally Representative Cohort Study
2021-09-17,2022-02-07,Journal of Materials Science: Materials in Electronics,Impact of Comorbid Psychiatric Disorders on Healthcare Utilization in Patients with Inflammatory Bowel Disease: A Nationally Representative Cohort Study
2021-09-17,2022-02-07,Journal of Contemporary Psychotherapy,Impact of Comorbid Psychiatric Disorders on Healthcare Utilization in Patients with Inflammatory Bowel Disease: A Nationally Representative Cohort Study
2021-09-17,2022-02-07,Reactions Weekly,Impact of Comorbid Psychiatric Disorders on Healthcare Utilization in Patients with Inflammatory Bowel Disease: A Nationally Representative Cohort Study
2021-09-17,2022-02-07,Trends in Psychology,Impact of Comorbid Psychiatric Disorders on Healthcare Utilization in Patients with Inflammatory Bowel Disease: A Nationally Representative Cohort Study
2021-09-17,2022-02-07,Mindfulness,Impact of Comorbid Psychiatric Disorders on Healthcare Utilization in Patients with Inflammatory Bowel Disease: A Nationally Representative Cohort Study
2021-09-17,2022-02-07,Current Psychology,Impact of Comorbid Psychiatric Disorders on Healthcare Utilization in Patients with Inflammatory Bowel Disease: A Nationally Representative Cohort Study
2021-09-17,2022-02-07,Psychopharmacology,Impact of Comorbid Psychiatric Disorders on Healthcare Utilization in Patients with Inflammatory Bowel Disease: A Nationally Representative Cohort Study
2021-09-17,2022-02-07,Current Psychology,Impact of Comorbid Psychiatric Disorders on Healthcare Utilization in Patients with Inflammatory Bowel Disease: A Nationally Representative Cohort Study
2021-09-17,2022-02-07,Neurochemical Research,Impact of Comorbid Psychiatric Disorders on Healthcare Utilization in Patients with Inflammatory Bowel Disease: A Nationally Representative Cohort Study
2020-04-02,2021-04-07,European Child & Adolescent Psychiatry,"Stimulant treatment effectiveness, safety and risk for psychosis in individuals with 22q11.2 deletion syndrome"
2020-04-02,2021-04-07,Social Psychiatry and Psychiatric Epidemiology,"Stimulant treatment effectiveness, safety and risk for psychosis in individuals with 22q11.2 deletion syndrome"
2020-04-02,2021-04-07,Reactions Weekly,"Stimulant treatment effectiveness, safety and risk for psychosis in individuals with 22q11.2 deletion syndrome"
2020-04-02,2021-04-07,Molecular Neurobiology,"Stimulant treatment effectiveness, safety and risk for psychosis in individuals with 22q11.2 deletion syndrome"
2020-04-02,2021-04-07,Journal of Autism and Developmental Disorders,"Stimulant treatment effectiveness, safety and risk for psychosis in individuals with 22q11.2 deletion syndrome"
2020-04-02,2021-04-07,Biochemistry (Moscow),"Stimulant treatment effectiveness, safety and risk for psychosis in individuals with 22q11.2 deletion syndrome"
2020-04-02,2021-04-07,Current Physical Medicine and Rehabilitation Reports,"Stimulant treatment effectiveness, safety and risk for psychosis in individuals with 22q11.2 deletion syndrome"
2020-04-02,2021-04-07,Journal of Endocrinological Investigation,"Stimulant treatment effectiveness, safety and risk for psychosis in individuals with 22q11.2 deletion syndrome"
2020-04-02,2021-04-07,Psychological Injury and Law,"Stimulant treatment effectiveness, safety and risk for psychosis in individuals with 22q11.2 deletion syndrome"
2020-04-02,2021-04-07,Pediatric Drugs,"Stimulant treatment effectiveness, safety and risk for psychosis in individuals with 22q11.2 deletion syndrome"
2020-04-02,2021-04-07,Journal of Child & Adolescent Trauma,"Stimulant treatment effectiveness, safety and risk for psychosis in individuals with 22q11.2 deletion syndrome"
2020-04-02,2021-04-07,Journal of Child and Family Studies,"Stimulant treatment effectiveness, safety and risk for psychosis in individuals with 22q11.2 deletion syndrome"
2020-04-02,2021-04-07,Neuroscience and Behavioral Physiology,"Stimulant treatment effectiveness, safety and risk for psychosis in individuals with 22q11.2 deletion syndrome"
2021-09-30,2022-04-16,Molecular Neurobiology,Adapted physical activity in subjects and athletes recovering from covid-19: a position statement of the Società Italiana Scienze Motorie e Sportive
2021-09-30,2022-04-16,Journal of Molecular Neuroscience,Adapted physical activity in subjects and athletes recovering from covid-19: a position statement of the Società Italiana Scienze Motorie e Sportive
2021-09-30,2022-04-16,International Urology and Nephrology,Adapted physical activity in subjects and athletes recovering from covid-19: a position statement of the Società Italiana Scienze Motorie e Sportive
2021-09-30,2022-04-16,The American Sociologist,Adapted physical activity in subjects and athletes recovering from covid-19: a position statement of the Società Italiana Scienze Motorie e Sportive
2021-09-30,2022-04-16,Journal of Psychopathology and Behavioral Assessment,Adapted physical activity in subjects and athletes recovering from covid-19: a position statement of the Società Italiana Scienze Motorie e Sportive
2021-09-30,2022-04-16,Clinical Child and Family Psychology Review,Adapted physical activity in subjects and athletes recovering from covid-19: a position statement of the Società Italiana Scienze Motorie e Sportive
2021-09-30,2022-04-16,Journal of Neurology,Adapted physical activity in subjects and athletes recovering from covid-19: a position statement of the Società Italiana Scienze Motorie e Sportive
2021-09-30,2022-04-16,Current Addiction Reports,Adapted physical activity in subjects and athletes recovering from covid-19: a position statement of the Società Italiana Scienze Motorie e Sportive
2021-09-30,2022-04-16,Neuroscience and Behavioral Physiology,Adapted physical activity in subjects and athletes recovering from covid-19: a position statement of the Società Italiana Scienze Motorie e Sportive
2021-09-30,2022-04-16,Brain Structure and Function,Adapted physical activity in subjects and athletes recovering from covid-19: a position statement of the Società Italiana Scienze Motorie e Sportive
2021-09-30,2022-04-16,Journal of Public Health,Adapted physical activity in subjects and athletes recovering from covid-19: a position statement of the Società Italiana Scienze Motorie e Sportive
2022-04-26,2022-08-10,International Journal of Mental Health and Addiction,The emerging role of furin in neurodegenerative and neuropsychiatric diseases
2022-04-26,2022-08-10,The Cerebellum,The emerging role of furin in neurodegenerative and neuropsychiatric diseases
2022-04-26,2022-08-10,AAPS PharmSciTech,The emerging role of furin in neurodegenerative and neuropsychiatric diseases
2022-03-08,2022-06-24,Child Psychiatry & Human Development,Management of eating disorders for people with higher weight: clinical practice guideline
2022-03-08,2022-06-24,European Archives of Psychiatry and Clinical Neuroscience,Management of eating disorders for people with higher weight: clinical practice guideline
2022-03-08,2022-06-24,European Archives of Psychiatry and Clinical Neuroscience,Management of eating disorders for people with higher weight: clinical practice guideline
2022-03-08,2022-06-24,Journal of Racial and Ethnic Health Disparities,Management of eating disorders for people with higher weight: clinical practice guideline
2022-03-08,2022-06-24,European Child & Adolescent Psychiatry,Management of eating disorders for people with higher weight: clinical practice guideline
2022-03-08,2022-06-24,Neuropsychology Review,Management of eating disorders for people with higher weight: clinical practice guideline
2021-11-16,2022-06-29,Erkenntnis,Real-world effectiveness of vortioxetine in outpatients with major depressive disorder: functioning and dose effects
2021-03-11,2022-07-26,The Cerebellum,Explaining adults’ mental health help-seeking through the lens of the theory of planned behavior: a scoping review
2021-03-11,2022-07-26,Sports Medicine,Explaining adults’ mental health help-seeking through the lens of the theory of planned behavior: a scoping review
2022-03-06,2022-06-17,Current Psychology,Differences between bipolar disorder types 1 and 2 support the DSM two-syndrome concept
2022-03-06,2022-06-17,Metabolomics,Differences between bipolar disorder types 1 and 2 support the DSM two-syndrome concept
2022-03-06,2022-06-17,Child Psychiatry & Human Development,Differences between bipolar disorder types 1 and 2 support the DSM two-syndrome concept
2022-03-06,2022-06-17,Pharmacological Reports,Differences between bipolar disorder types 1 and 2 support the DSM two-syndrome concept
2022-03-06,2022-06-17,European Archives of Psychiatry and Clinical Neuroscience,Differences between bipolar disorder types 1 and 2 support the DSM two-syndrome concept
2022-03-06,2022-06-17,European Archives of Psychiatry and Clinical Neuroscience,Differences between bipolar disorder types 1 and 2 support the DSM two-syndrome concept
2022-03-06,2022-06-17,Brain Imaging and Behavior,Differences between bipolar disorder types 1 and 2 support the DSM two-syndrome concept
2022-03-06,2022-06-17,European Archives of Psychiatry and Clinical Neuroscience,Differences between bipolar disorder types 1 and 2 support the DSM two-syndrome concept
2022-03-06,2022-06-17,Current Psychology,Differences between bipolar disorder types 1 and 2 support the DSM two-syndrome concept
2022-03-06,2022-06-17,Current Psychology,Differences between bipolar disorder types 1 and 2 support the DSM two-syndrome concept
2022-03-06,2022-06-18,Experimental Brain Research,MEG neural signature of sexual trauma in women veterans with PTSD
2022-03-06,2022-06-18,International Journal of Mental Health and Addiction,MEG neural signature of sexual trauma in women veterans with PTSD
2022-03-06,2022-06-18,Current Psychology,MEG neural signature of sexual trauma in women veterans with PTSD
2022-03-06,2022-06-18,Human Physiology,MEG neural signature of sexual trauma in women veterans with PTSD
2022-03-06,2022-06-18,Journal of Child and Family Studies,MEG neural signature of sexual trauma in women veterans with PTSD
2022-03-06,2022-06-18,Journal of Happiness Studies,MEG neural signature of sexual trauma in women veterans with PTSD
2022-03-06,2022-06-18,International Urology and Nephrology,MEG neural signature of sexual trauma in women veterans with PTSD
2022-03-06,2022-06-18,International Journal of Colorectal Disease,MEG neural signature of sexual trauma in women veterans with PTSD
2022-03-06,2022-06-18,International Journal of Mental Health and Addiction,MEG neural signature of sexual trauma in women veterans with PTSD
2022-03-06,2022-06-18,Neurochemical Research,MEG neural signature of sexual trauma in women veterans with PTSD
2021-05-10,2021-10-07,Genetica,"Associating complex traits with genetic variants: polygenic risk scores, pleiotropy and endophenotypes"
2021-05-10,2021-10-07,European Archives of Oto-Rhino-Laryngology,"Associating complex traits with genetic variants: polygenic risk scores, pleiotropy and endophenotypes"
2021-05-10,2021-10-07,Current Psychiatry Reports,"Associating complex traits with genetic variants: polygenic risk scores, pleiotropy and endophenotypes"
2021-05-10,2021-10-07,Journal of Applied Electrochemistry,"Associating complex traits with genetic variants: polygenic risk scores, pleiotropy and endophenotypes"
2021-05-10,2021-10-07,Neurotoxicity Research,"Associating complex traits with genetic variants: polygenic risk scores, pleiotropy and endophenotypes"
2021-05-10,2021-10-07,Child Psychiatry & Human Development,"Associating complex traits with genetic variants: polygenic risk scores, pleiotropy and endophenotypes"
2021-05-10,2021-10-07,Brain Imaging and Behavior,"Associating complex traits with genetic variants: polygenic risk scores, pleiotropy and endophenotypes"
2021-05-10,2021-10-07,European Child & Adolescent Psychiatry,"Associating complex traits with genetic variants: polygenic risk scores, pleiotropy and endophenotypes"
2022-02-27,2022-06-23,European Archives of Psychiatry and Clinical Neuroscience,"Inositol 1,4,5-trisphosphate receptor type 1 autoantibody (ITPR1-IgG/anti-Sj)-associated autoimmune cerebellar ataxia, encephalitis and peripheral neuropathy: review of the literature"
2022-02-27,2022-06-23,Child Psychiatry & Human Development,"Inositol 1,4,5-trisphosphate receptor type 1 autoantibody (ITPR1-IgG/anti-Sj)-associated autoimmune cerebellar ataxia, encephalitis and peripheral neuropathy: review of the literature"
2022-02-27,2022-06-23,Current Psychology,"Inositol 1,4,5-trisphosphate receptor type 1 autoantibody (ITPR1-IgG/anti-Sj)-associated autoimmune cerebellar ataxia, encephalitis and peripheral neuropathy: review of the literature"
2022-02-27,2022-06-23,Chinese Journal of Integrative Medicine,"Inositol 1,4,5-trisphosphate receptor type 1 autoantibody (ITPR1-IgG/anti-Sj)-associated autoimmune cerebellar ataxia, encephalitis and peripheral neuropathy: review of the literature"
2022-02-24,2022-07-15,SN Computer Science,"Awareness of caregivers of geriatric deficits among older people—the results of a cross-sectional study in Krakow, Poland"
2022-02-24,2022-07-15,Current Psychology,"Awareness of caregivers of geriatric deficits among older people—the results of a cross-sectional study in Krakow, Poland"
2022-02-24,2022-07-15,Acta Neurologica Belgica,"Awareness of caregivers of geriatric deficits among older people—the results of a cross-sectional study in Krakow, Poland"
2022-02-24,2022-07-15,Psychological Research,"Awareness of caregivers of geriatric deficits among older people—the results of a cross-sectional study in Krakow, Poland"
2022-02-24,2022-07-15,European Archives of Psychiatry and Clinical Neuroscience,"Awareness of caregivers of geriatric deficits among older people—the results of a cross-sectional study in Krakow, Poland"
2022-02-04,2022-06-21,European Archives of Psychiatry and Clinical Neuroscience,"Clinically assessed and perceived unmet mental health needs, health care use and barriers to care for mental health problems in a Belgian general population sample"
2022-02-04,2022-06-21,European Child & Adolescent Psychiatry,"Clinically assessed and perceived unmet mental health needs, health care use and barriers to care for mental health problems in a Belgian general population sample"
2022-02-04,2022-06-21,European Child & Adolescent Psychiatry,"Clinically assessed and perceived unmet mental health needs, health care use and barriers to care for mental health problems in a Belgian general population sample"
2022-02-04,2022-06-21,Psychological Injury and Law,"Clinically assessed and perceived unmet mental health needs, health care use and barriers to care for mental health problems in a Belgian general population sample"
2022-02-04,2022-06-21,Clinical Drug Investigation,"Clinically assessed and perceived unmet mental health needs, health care use and barriers to care for mental health problems in a Belgian general population sample"
2022-02-04,2022-06-21,Neuroscience and Behavioral Physiology,"Clinically assessed and perceived unmet mental health needs, health care use and barriers to care for mental health problems in a Belgian general population sample"
2022-02-04,2022-06-21,Psychopharmacology,"Clinically assessed and perceived unmet mental health needs, health care use and barriers to care for mental health problems in a Belgian general population sample"
2022-02-04,2022-06-21,Brain Topography,"Clinically assessed and perceived unmet mental health needs, health care use and barriers to care for mental health problems in a Belgian general population sample"
2022-02-10,2022-05-29,European Archives of Psychiatry and Clinical Neuroscience,Depression and suicide attempts in Chinese adolescents with mood disorders: the mediating role of rumination
2022-02-10,2022-05-29,International Journal of Mental Health and Addiction,Depression and suicide attempts in Chinese adolescents with mood disorders: the mediating role of rumination
2022-02-10,2022-05-29,Journal of Clinical Psychology in Medical Settings,Depression and suicide attempts in Chinese adolescents with mood disorders: the mediating role of rumination
2022-04-06,2022-06-08,Journal of Medical Systems,The association between cardiac drug therapy and anxiety among cardiac patients: results from the national DenHeart survey
2022-04-06,2022-06-08,Current Psychology,The association between cardiac drug therapy and anxiety among cardiac patients: results from the national DenHeart survey
2022-04-06,2022-06-08,Current Psychology,The association between cardiac drug therapy and anxiety among cardiac patients: results from the national DenHeart survey
2021-07-05,2022-05-04,International Journal of Behavioral Medicine,Cost-effectiveness of screening tools for identifying depression in early pregnancy: a decision tree model
2021-07-05,2022-05-04,Archives of Gynecology and Obstetrics,Cost-effectiveness of screening tools for identifying depression in early pregnancy: a decision tree model
2022-02-24,2022-04-13,Neuropsychology Review,"The Project ENABLE Cornerstone randomized controlled trial: study protocol for a lay navigator-led, early palliative care coaching intervention for African American and rural-dwelling advanced cancer family caregivers"
2022-02-24,2022-04-13,Current Behavioral Neuroscience Reports,"The Project ENABLE Cornerstone randomized controlled trial: study protocol for a lay navigator-led, early palliative care coaching intervention for African American and rural-dwelling advanced cancer family caregivers"
