1,2,journal,title
2021-11-24,2022-03-31,Journal of Autism and Developmental Disorders,Overall and sex-specific risk factors for subjective cognitive decline: findings from the 2015–2018 Behavioral Risk Factor Surveillance System Survey
2021-11-24,2022-03-31,Child Psychiatry & Human Development,Overall and sex-specific risk factors for subjective cognitive decline: findings from the 2015–2018 Behavioral Risk Factor Surveillance System Survey
2021-08-15,2022-03-20,Biochemical Genetics,Idiopathic posterior papillary muscle rupture; a case report
2021-08-15,2022-03-20,Cognitive Neurodynamics,Idiopathic posterior papillary muscle rupture; a case report
2020-06-05,2020-07-22,Journal of Public Health,Association between solvent exposure and depression among industrial workers
2020-06-05,2020-07-22,Nature Medicine,Association between solvent exposure and depression among industrial workers
2020-06-05,2020-07-22,"Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity",Association between solvent exposure and depression among industrial workers
2020-06-05,2020-07-22,Archives of Women's Mental Health,Association between solvent exposure and depression among industrial workers
2020-06-05,2020-07-22,Research on Child and Adolescent Psychopathology,Association between solvent exposure and depression among industrial workers
2020-06-05,2020-07-22,Community Mental Health Journal,Association between solvent exposure and depression among industrial workers
2021-09-20,2022-01-21,Archives of Women's Mental Health,Depressive affect moderates the effects of biological sex on the recognition of facial emotion
2021-09-20,2022-01-21,Journal of Business and Psychology,Depressive affect moderates the effects of biological sex on the recognition of facial emotion
2021-09-20,2022-01-21,Maternal and Child Health Journal,Depressive affect moderates the effects of biological sex on the recognition of facial emotion
2021-09-20,2022-01-21,Child Psychiatry & Human Development,Depressive affect moderates the effects of biological sex on the recognition of facial emotion
2021-09-20,2022-01-21,International Journal of Mental Health and Addiction,Depressive affect moderates the effects of biological sex on the recognition of facial emotion
2021-09-20,2022-01-21,Reactions Weekly,Depressive affect moderates the effects of biological sex on the recognition of facial emotion
2021-09-20,2022-01-21,Social Psychiatry and Psychiatric Epidemiology,Depressive affect moderates the effects of biological sex on the recognition of facial emotion
2021-09-20,2022-01-21,Animal Cognition,Depressive affect moderates the effects of biological sex on the recognition of facial emotion
2021-09-20,2022-01-21,Journal of Racial and Ethnic Health Disparities,Depressive affect moderates the effects of biological sex on the recognition of facial emotion
2021-09-20,2022-01-21,Supportive Care in Cancer,Depressive affect moderates the effects of biological sex on the recognition of facial emotion
2021-09-20,2022-01-21,Chinese Journal of Integrative Medicine,Depressive affect moderates the effects of biological sex on the recognition of facial emotion
2021-05-01,2022-03-22,Current Medical Science,Evaluation of beliefs and attitudes among caregivers of child labor about mental disorders first aid and stigma
2021-05-01,2022-03-22,Neurotherapeutics,Evaluation of beliefs and attitudes among caregivers of child labor about mental disorders first aid and stigma
2021-05-01,2022-03-22,"Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity",Evaluation of beliefs and attitudes among caregivers of child labor about mental disorders first aid and stigma
2021-05-01,2022-03-22,Child Psychiatry & Human Development,Evaluation of beliefs and attitudes among caregivers of child labor about mental disorders first aid and stigma
2021-05-01,2022-03-22,Pharmacological Reports,Evaluation of beliefs and attitudes among caregivers of child labor about mental disorders first aid and stigma
2021-05-01,2022-03-22,Acta Neurologica Belgica,Evaluation of beliefs and attitudes among caregivers of child labor about mental disorders first aid and stigma
2021-05-01,2022-03-22,Neurological Sciences,Evaluation of beliefs and attitudes among caregivers of child labor about mental disorders first aid and stigma
2021-05-01,2022-03-22,Child Psychiatry & Human Development,Evaluation of beliefs and attitudes among caregivers of child labor about mental disorders first aid and stigma
2021-05-01,2022-03-22,Brain Imaging and Behavior,Evaluation of beliefs and attitudes among caregivers of child labor about mental disorders first aid and stigma
2021-05-01,2022-03-22,Child and Adolescent Social Work Journal,Evaluation of beliefs and attitudes among caregivers of child labor about mental disorders first aid and stigma
2021-05-01,2022-03-22,The Cerebellum,Evaluation of beliefs and attitudes among caregivers of child labor about mental disorders first aid and stigma
2021-05-01,2022-03-22,Molecular Neurobiology,Evaluation of beliefs and attitudes among caregivers of child labor about mental disorders first aid and stigma
2021-05-01,2022-03-22,Reactions Weekly,Evaluation of beliefs and attitudes among caregivers of child labor about mental disorders first aid and stigma
2020-11-09,2021-12-05,Current Psychology,Psychopathology in Children and Adolescents in Lebanon Study (PALS): a national household survey
2020-11-09,2021-12-05,Biophysics,Psychopathology in Children and Adolescents in Lebanon Study (PALS): a national household survey
2020-11-09,2021-12-05,European Child & Adolescent Psychiatry,Psychopathology in Children and Adolescents in Lebanon Study (PALS): a national household survey
2020-11-09,2021-12-05,Neurotoxicity Research,Psychopathology in Children and Adolescents in Lebanon Study (PALS): a national household survey
2020-11-09,2021-12-05,Child Psychiatry & Human Development,Psychopathology in Children and Adolescents in Lebanon Study (PALS): a national household survey
2020-11-09,2021-12-05,Brain Imaging and Behavior,Psychopathology in Children and Adolescents in Lebanon Study (PALS): a national household survey
2020-11-09,2021-12-05,European Archives of Psychiatry and Clinical Neuroscience,Psychopathology in Children and Adolescents in Lebanon Study (PALS): a national household survey
2020-11-09,2021-12-05,Indian Journal of Clinical Biochemistry,Psychopathology in Children and Adolescents in Lebanon Study (PALS): a national household survey
2020-11-09,2021-12-05,Digestive Diseases and Sciences,Psychopathology in Children and Adolescents in Lebanon Study (PALS): a national household survey
2020-11-09,2021-12-05,Community Mental Health Journal,Psychopathology in Children and Adolescents in Lebanon Study (PALS): a national household survey
2020-11-09,2021-12-05,Current Psychology,Psychopathology in Children and Adolescents in Lebanon Study (PALS): a national household survey
2020-11-09,2021-12-05,Journal of Racial and Ethnic Health Disparities,Psychopathology in Children and Adolescents in Lebanon Study (PALS): a national household survey
2021-06-10,2021-08-24,Journal of Psychosocial Rehabilitation and Mental Health,Caregiving in Obsessive Compulsive Disorder: A study from North India
2021-06-10,2021-08-24,European Journal of Clinical Pharmacology,Caregiving in Obsessive Compulsive Disorder: A study from North India
2021-06-10,2021-08-24,Child Psychiatry & Human Development,Caregiving in Obsessive Compulsive Disorder: A study from North India
2021-06-10,2021-08-24,European Child & Adolescent Psychiatry,Caregiving in Obsessive Compulsive Disorder: A study from North India
2021-06-10,2021-08-24,Archives of Women's Mental Health,Caregiving in Obsessive Compulsive Disorder: A study from North India
2021-06-10,2021-08-24,European Child & Adolescent Psychiatry,Caregiving in Obsessive Compulsive Disorder: A study from North India
2021-06-10,2021-08-24,Folia Microbiologica,Caregiving in Obsessive Compulsive Disorder: A study from North India
2021-06-10,2021-08-24,Journal of Autism and Developmental Disorders,Caregiving in Obsessive Compulsive Disorder: A study from North India
2021-06-10,2021-08-24,Neurological Sciences,Caregiving in Obsessive Compulsive Disorder: A study from North India
2021-06-10,2021-08-24,Child Psychiatry & Human Development,Caregiving in Obsessive Compulsive Disorder: A study from North India
2021-06-10,2021-08-24,Archives of Women's Mental Health,Caregiving in Obsessive Compulsive Disorder: A study from North India
2021-06-10,2021-08-24,"Circuits, Systems, and Signal Processing",Caregiving in Obsessive Compulsive Disorder: A study from North India
2021-07-07,2022-03-24,Archives of Microbiology,Causal relationship between genetically predicted depression and cancer risk: a two-sample bi-directional mendelian randomization
2021-09-17,2022-02-24,Current Psychology,"Alterations of gut microbiota diversity, composition and metabonomics in testosterone-induced benign prostatic hyperplasia rats"
2021-09-17,2022-02-24,Current Psychology,"Alterations of gut microbiota diversity, composition and metabonomics in testosterone-induced benign prostatic hyperplasia rats"
2021-09-17,2022-02-24,European Child & Adolescent Psychiatry,"Alterations of gut microbiota diversity, composition and metabonomics in testosterone-induced benign prostatic hyperplasia rats"
2021-09-17,2022-02-24,Current Psychology,"Alterations of gut microbiota diversity, composition and metabonomics in testosterone-induced benign prostatic hyperplasia rats"
2021-11-10,2022-03-15,European Child & Adolescent Psychiatry,Risk of developing depression among breast cancer patients in Palestine
2021-11-09,2022-02-22,International Journal of Mental Health and Addiction,"Characteristics, expectations, experiences of care, and satisfaction of patients receiving chiropractic care in a French University Hospital in Toulouse (France) over one year: a case study"
2021-11-09,2022-02-22,Current Psychology,"Characteristics, expectations, experiences of care, and satisfaction of patients receiving chiropractic care in a French University Hospital in Toulouse (France) over one year: a case study"
2022-01-25,2022-02-24,Cellular and Molecular Life Sciences,"Men’s anxiety, why it matters, and what is needed to limit its risk for male suicide"
2022-01-25,2022-02-24,"Culture, Medicine, and Psychiatry","Men’s anxiety, why it matters, and what is needed to limit its risk for male suicide"
2022-01-25,2022-02-24,Molecular Biology Reports,"Men’s anxiety, why it matters, and what is needed to limit its risk for male suicide"
2022-01-25,2022-02-24,European Journal of Clinical Pharmacology,"Men’s anxiety, why it matters, and what is needed to limit its risk for male suicide"
2021-01-07,2021-04-19,Biological Trace Element Research,Are Essential Trace Elements Effective in Modulation of Mental Disorders? Update and Perspectives
2021-01-07,2021-04-19,European Journal of Clinical Pharmacology,Are Essential Trace Elements Effective in Modulation of Mental Disorders? Update and Perspectives
2021-01-07,2021-04-19,Journal of Psychopathology and Behavioral Assessment,Are Essential Trace Elements Effective in Modulation of Mental Disorders? Update and Perspectives
2021-01-07,2021-04-19,Psychiatric Quarterly,Are Essential Trace Elements Effective in Modulation of Mental Disorders? Update and Perspectives
2021-01-07,2021-04-19,Sleep and Breathing,Are Essential Trace Elements Effective in Modulation of Mental Disorders? Update and Perspectives
2021-01-07,2021-04-19,European Archives of Psychiatry and Clinical Neuroscience,Are Essential Trace Elements Effective in Modulation of Mental Disorders? Update and Perspectives
2021-01-07,2021-04-19,Journal of Clinical Psychology in Medical Settings,Are Essential Trace Elements Effective in Modulation of Mental Disorders? Update and Perspectives
2021-01-07,2021-04-19,Neuroscience and Behavioral Physiology,Are Essential Trace Elements Effective in Modulation of Mental Disorders? Update and Perspectives
2021-01-07,2021-04-19,Psychiatric Quarterly,Are Essential Trace Elements Effective in Modulation of Mental Disorders? Update and Perspectives
2021-01-07,2021-04-19,Journal of Rational-Emotive & Cognitive-Behavior Therapy,Are Essential Trace Elements Effective in Modulation of Mental Disorders? Update and Perspectives
2021-01-07,2021-04-19,Current Psychology,Are Essential Trace Elements Effective in Modulation of Mental Disorders? Update and Perspectives
2021-01-07,2021-04-19,CNS Drugs,Are Essential Trace Elements Effective in Modulation of Mental Disorders? Update and Perspectives
2021-01-07,2021-04-19,AIDS and Behavior,Are Essential Trace Elements Effective in Modulation of Mental Disorders? Update and Perspectives
2021-08-24,2021-08-28,Neurochemical Journal,Ovariectomy as a Model of Anxiety-Depressive Disorders
2021-08-24,2021-08-28,Journal of Clinical Psychology in Medical Settings,Ovariectomy as a Model of Anxiety-Depressive Disorders
2021-08-24,2021-08-28,Journal of Neurology,Ovariectomy as a Model of Anxiety-Depressive Disorders
2021-08-24,2021-08-28,Ageing International,Ovariectomy as a Model of Anxiety-Depressive Disorders
2021-08-24,2021-08-28,Journal of Gambling Studies,Ovariectomy as a Model of Anxiety-Depressive Disorders
2021-08-24,2021-08-28,Psychiatric Quarterly,Ovariectomy as a Model of Anxiety-Depressive Disorders
2021-08-24,2021-08-28,Neuroscience and Behavioral Physiology,Ovariectomy as a Model of Anxiety-Depressive Disorders
2021-08-24,2021-08-28,School Mental Health,Ovariectomy as a Model of Anxiety-Depressive Disorders
2021-08-24,2021-08-28,Clinical Child and Family Psychology Review,Ovariectomy as a Model of Anxiety-Depressive Disorders
2021-08-24,2021-08-28,Rheumatology International,Ovariectomy as a Model of Anxiety-Depressive Disorders
2021-08-24,2021-08-28,Social Psychiatry and Psychiatric Epidemiology,Ovariectomy as a Model of Anxiety-Depressive Disorders
2021-08-24,2021-08-28,Journal of Clinical Psychology in Medical Settings,Ovariectomy as a Model of Anxiety-Depressive Disorders
2021-04-12,2021-10-02,Affective Science,Mindfulness-Based Stress Reduction Specifically Improves Social Anhedonia Among Adults with Chronic Stress
2021-04-12,2021-10-02,Journal of Youth and Adolescence,Mindfulness-Based Stress Reduction Specifically Improves Social Anhedonia Among Adults with Chronic Stress
2021-04-12,2021-10-02,Clinical Child and Family Psychology Review,Mindfulness-Based Stress Reduction Specifically Improves Social Anhedonia Among Adults with Chronic Stress
2021-04-12,2021-10-02,Advances in Gerontology,Mindfulness-Based Stress Reduction Specifically Improves Social Anhedonia Among Adults with Chronic Stress
2021-04-12,2021-10-02,Reactions Weekly,Mindfulness-Based Stress Reduction Specifically Improves Social Anhedonia Among Adults with Chronic Stress
2021-04-12,2021-10-02,Psychometrika,Mindfulness-Based Stress Reduction Specifically Improves Social Anhedonia Among Adults with Chronic Stress
2021-04-12,2021-10-02,Molecular Neurobiology,Mindfulness-Based Stress Reduction Specifically Improves Social Anhedonia Among Adults with Chronic Stress
2021-04-12,2021-10-02,Journal of Public Health,Mindfulness-Based Stress Reduction Specifically Improves Social Anhedonia Among Adults with Chronic Stress
2021-04-12,2021-10-02,Current Sleep Medicine Reports,Mindfulness-Based Stress Reduction Specifically Improves Social Anhedonia Among Adults with Chronic Stress
2021-04-12,2021-10-02,Journal of Public Health,Mindfulness-Based Stress Reduction Specifically Improves Social Anhedonia Among Adults with Chronic Stress
2021-04-12,2021-10-02,Social Psychiatry and Psychiatric Epidemiology,Mindfulness-Based Stress Reduction Specifically Improves Social Anhedonia Among Adults with Chronic Stress
2021-04-12,2021-10-02,Advances in Gerontology,Mindfulness-Based Stress Reduction Specifically Improves Social Anhedonia Among Adults with Chronic Stress
2021-04-12,2021-10-02,Reactions Weekly,Mindfulness-Based Stress Reduction Specifically Improves Social Anhedonia Among Adults with Chronic Stress
2021-04-12,2021-10-02,Der Nervenarzt,Mindfulness-Based Stress Reduction Specifically Improves Social Anhedonia Among Adults with Chronic Stress
2021-07-02,2021-08-17,Aging Clinical and Experimental Research,Associations between nutritional factors and excessive daytime sleepiness in older patients with chronic kidney disease
2021-07-02,2021-08-17,Journal of Child & Adolescent Trauma,Associations between nutritional factors and excessive daytime sleepiness in older patients with chronic kidney disease
2021-07-02,2021-08-17,Psychiatric Quarterly,Associations between nutritional factors and excessive daytime sleepiness in older patients with chronic kidney disease
2021-07-02,2021-08-17,"Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity",Associations between nutritional factors and excessive daytime sleepiness in older patients with chronic kidney disease
2021-07-02,2021-08-17,Journal of Rational-Emotive & Cognitive-Behavior Therapy,Associations between nutritional factors and excessive daytime sleepiness in older patients with chronic kidney disease
2021-07-02,2021-08-17,Brain Topography,Associations between nutritional factors and excessive daytime sleepiness in older patients with chronic kidney disease
2021-11-06,2022-02-17,Child Psychiatry & Human Development,Aberrant functional connectivity in insular subregions in somatic depression: a resting-state fMRI study
2021-11-06,2022-02-17,SN Computer Science,Aberrant functional connectivity in insular subregions in somatic depression: a resting-state fMRI study
2021-07-25,2022-01-31,Child Psychiatry & Human Development,Perceived mental illness stigma among family and friends of young people with depression and its role in help-seeking: a qualitative inquiry
2021-07-25,2022-01-31,Current Psychology,Perceived mental illness stigma among family and friends of young people with depression and its role in help-seeking: a qualitative inquiry
2021-07-25,2022-01-31,European Child & Adolescent Psychiatry,Perceived mental illness stigma among family and friends of young people with depression and its role in help-seeking: a qualitative inquiry
2021-07-25,2022-01-31,Current Psychology,Perceived mental illness stigma among family and friends of young people with depression and its role in help-seeking: a qualitative inquiry
2021-09-23,2022-01-04,European Child & Adolescent Psychiatry,Estimated glomerular filtration rate in Korean patients exposed to long-term lithium maintenance therapy
2021-09-23,2022-01-04,Current Psychology,Estimated glomerular filtration rate in Korean patients exposed to long-term lithium maintenance therapy
2021-09-23,2022-01-04,European Child & Adolescent Psychiatry,Estimated glomerular filtration rate in Korean patients exposed to long-term lithium maintenance therapy
2021-09-23,2022-01-04,Child Psychiatry & Human Development,Estimated glomerular filtration rate in Korean patients exposed to long-term lithium maintenance therapy
2021-07-08,2022-01-19,Psychopharmacology,Depressive and anxiety symptoms among Japanese cancer survivors: Japan cancer survivorship research project
2021-07-08,2022-01-19,Cognitive Therapy and Research,Depressive and anxiety symptoms among Japanese cancer survivors: Japan cancer survivorship research project
2021-07-08,2022-01-19,Supportive Care in Cancer,Depressive and anxiety symptoms among Japanese cancer survivors: Japan cancer survivorship research project
2021-07-08,2022-01-19,Community Mental Health Journal,Depressive and anxiety symptoms among Japanese cancer survivors: Japan cancer survivorship research project
2021-07-08,2022-01-19,Community Mental Health Journal,Depressive and anxiety symptoms among Japanese cancer survivors: Japan cancer survivorship research project
2021-07-08,2022-01-19,Archives of Women's Mental Health,Depressive and anxiety symptoms among Japanese cancer survivors: Japan cancer survivorship research project
2021-07-08,2022-01-19,Neuroscience and Behavioral Physiology,Depressive and anxiety symptoms among Japanese cancer survivors: Japan cancer survivorship research project
2021-07-08,2022-01-19,Child Psychiatry & Human Development,Depressive and anxiety symptoms among Japanese cancer survivors: Japan cancer survivorship research project
2021-07-08,2022-01-19,Archives of Women's Mental Health,Depressive and anxiety symptoms among Japanese cancer survivors: Japan cancer survivorship research project
2021-07-08,2022-01-19,Russian Journal of Genetics,Depressive and anxiety symptoms among Japanese cancer survivors: Japan cancer survivorship research project
2021-07-08,2022-01-19,Brain Imaging and Behavior,Depressive and anxiety symptoms among Japanese cancer survivors: Japan cancer survivorship research project
2021-07-08,2022-01-19,Archives of Women's Mental Health,Depressive and anxiety symptoms among Japanese cancer survivors: Japan cancer survivorship research project
2021-04-08,2021-04-19,Neuroscience and Behavioral Physiology,The Primary or Secondary Origin of Insomnias
2021-04-08,2021-04-19,Journal of Racial and Ethnic Health Disparities,The Primary or Secondary Origin of Insomnias
2021-04-08,2021-04-19,Cognitive Therapy and Research,The Primary or Secondary Origin of Insomnias
2021-04-08,2021-04-19,Environmental Science and Pollution Research,The Primary or Secondary Origin of Insomnias
2021-04-08,2021-04-19,Journal of Religion and Health,The Primary or Secondary Origin of Insomnias
2021-04-08,2021-04-19,"Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity",The Primary or Secondary Origin of Insomnias
2021-04-08,2021-04-19,Neurochemical Research,The Primary or Secondary Origin of Insomnias
2021-04-08,2021-04-19,European Journal of Nuclear Medicine and Molecular Imaging,The Primary or Secondary Origin of Insomnias
2021-04-08,2021-04-19,Reactions Weekly,The Primary or Secondary Origin of Insomnias
2021-08-10,2021-10-19,Molecular Neurobiology,Systematic Input–Output Mapping Reveals Structural Plasticity of VTA Dopamine Neurons-Zona Incerta Loop Underlying the Social Buffering Effects in Learned Helplessness
2021-08-10,2021-10-19,Child and Adolescent Social Work Journal,Systematic Input–Output Mapping Reveals Structural Plasticity of VTA Dopamine Neurons-Zona Incerta Loop Underlying the Social Buffering Effects in Learned Helplessness
2021-08-10,2021-10-19,Child & Youth Care Forum,Systematic Input–Output Mapping Reveals Structural Plasticity of VTA Dopamine Neurons-Zona Incerta Loop Underlying the Social Buffering Effects in Learned Helplessness
2021-08-10,2021-10-19,Supportive Care in Cancer,Systematic Input–Output Mapping Reveals Structural Plasticity of VTA Dopamine Neurons-Zona Incerta Loop Underlying the Social Buffering Effects in Learned Helplessness
2021-08-10,2021-10-19,International Journal of Mental Health and Addiction,Systematic Input–Output Mapping Reveals Structural Plasticity of VTA Dopamine Neurons-Zona Incerta Loop Underlying the Social Buffering Effects in Learned Helplessness
2021-08-10,2021-10-19,Neuroscience Bulletin,Systematic Input–Output Mapping Reveals Structural Plasticity of VTA Dopamine Neurons-Zona Incerta Loop Underlying the Social Buffering Effects in Learned Helplessness
2021-08-10,2021-10-19,Social Psychiatry and Psychiatric Epidemiology,Systematic Input–Output Mapping Reveals Structural Plasticity of VTA Dopamine Neurons-Zona Incerta Loop Underlying the Social Buffering Effects in Learned Helplessness
2021-08-10,2021-10-19,Pituitary,Systematic Input–Output Mapping Reveals Structural Plasticity of VTA Dopamine Neurons-Zona Incerta Loop Underlying the Social Buffering Effects in Learned Helplessness
2021-08-10,2021-10-19,"Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity",Systematic Input–Output Mapping Reveals Structural Plasticity of VTA Dopamine Neurons-Zona Incerta Loop Underlying the Social Buffering Effects in Learned Helplessness
2021-08-10,2021-10-19,Journal of NeuroVirology,Systematic Input–Output Mapping Reveals Structural Plasticity of VTA Dopamine Neurons-Zona Incerta Loop Underlying the Social Buffering Effects in Learned Helplessness
2021-08-10,2021-10-19,Environmental Science and Pollution Research,Systematic Input–Output Mapping Reveals Structural Plasticity of VTA Dopamine Neurons-Zona Incerta Loop Underlying the Social Buffering Effects in Learned Helplessness
2021-08-10,2021-10-19,International Urogynecology Journal,Systematic Input–Output Mapping Reveals Structural Plasticity of VTA Dopamine Neurons-Zona Incerta Loop Underlying the Social Buffering Effects in Learned Helplessness
2021-08-10,2021-10-19,Brain Imaging and Behavior,Systematic Input–Output Mapping Reveals Structural Plasticity of VTA Dopamine Neurons-Zona Incerta Loop Underlying the Social Buffering Effects in Learned Helplessness
2020-11-24,2021-07-09,Social Psychiatry and Psychiatric Epidemiology,Outcomes of serious antisocial behavior from childhood to early adulthood in two Puerto Rican samples in two contexts
2020-11-24,2021-07-09,Brain Imaging and Behavior,Outcomes of serious antisocial behavior from childhood to early adulthood in two Puerto Rican samples in two contexts
2020-11-24,2021-07-09,Psychopharmacology,Outcomes of serious antisocial behavior from childhood to early adulthood in two Puerto Rican samples in two contexts
2020-11-24,2021-07-09,Cognitive Therapy and Research,Outcomes of serious antisocial behavior from childhood to early adulthood in two Puerto Rican samples in two contexts
2020-11-24,2021-07-09,Reactions Weekly,Outcomes of serious antisocial behavior from childhood to early adulthood in two Puerto Rican samples in two contexts
2020-11-24,2021-07-09,Translational Stroke Research,Outcomes of serious antisocial behavior from childhood to early adulthood in two Puerto Rican samples in two contexts
2020-11-24,2021-07-09,Metabolic Brain Disease,Outcomes of serious antisocial behavior from childhood to early adulthood in two Puerto Rican samples in two contexts
2020-11-24,2021-07-09,Cognitive Therapy and Research,Outcomes of serious antisocial behavior from childhood to early adulthood in two Puerto Rican samples in two contexts
2020-11-24,2021-07-09,Archives of Women's Mental Health,Outcomes of serious antisocial behavior from childhood to early adulthood in two Puerto Rican samples in two contexts
2020-11-24,2021-07-09,Community Mental Health Journal,Outcomes of serious antisocial behavior from childhood to early adulthood in two Puerto Rican samples in two contexts
2020-11-24,2021-07-09,Brain Imaging and Behavior,Outcomes of serious antisocial behavior from childhood to early adulthood in two Puerto Rican samples in two contexts
2020-11-24,2021-07-09,Neuroscience and Behavioral Physiology,Outcomes of serious antisocial behavior from childhood to early adulthood in two Puerto Rican samples in two contexts
2020-11-24,2021-07-09,Psychopharmacology,Outcomes of serious antisocial behavior from childhood to early adulthood in two Puerto Rican samples in two contexts
2020-11-24,2021-07-09,Brain Imaging and Behavior,Outcomes of serious antisocial behavior from childhood to early adulthood in two Puerto Rican samples in two contexts
2021-03-26,2021-12-26,Neurochemical Research,Third-generation cognitive behavioral therapy versus treatment-as-usual for attention deficit and hyperactivity disorder: a multicenter randomized controlled trial
2021-03-26,2021-12-26,Child Psychiatry & Human Development,Third-generation cognitive behavioral therapy versus treatment-as-usual for attention deficit and hyperactivity disorder: a multicenter randomized controlled trial
2021-03-26,2021-12-26,Current Psychology,Third-generation cognitive behavioral therapy versus treatment-as-usual for attention deficit and hyperactivity disorder: a multicenter randomized controlled trial
2021-03-26,2021-12-26,Current Psychology,Third-generation cognitive behavioral therapy versus treatment-as-usual for attention deficit and hyperactivity disorder: a multicenter randomized controlled trial
2021-03-26,2021-12-26,Child and Adolescent Social Work Journal,Third-generation cognitive behavioral therapy versus treatment-as-usual for attention deficit and hyperactivity disorder: a multicenter randomized controlled trial
2021-03-26,2021-12-26,Child Psychiatry & Human Development,Third-generation cognitive behavioral therapy versus treatment-as-usual for attention deficit and hyperactivity disorder: a multicenter randomized controlled trial
2021-03-26,2021-12-26,Child and Adolescent Social Work Journal,Third-generation cognitive behavioral therapy versus treatment-as-usual for attention deficit and hyperactivity disorder: a multicenter randomized controlled trial
2021-09-04,2022-01-06,Current Psychology,The role of selenium in depression: a systematic review and meta-analysis of human observational and interventional studies
2021-09-04,2022-01-06,Current Psychology,The role of selenium in depression: a systematic review and meta-analysis of human observational and interventional studies
2021-09-04,2022-01-06,Current Psychology,The role of selenium in depression: a systematic review and meta-analysis of human observational and interventional studies
2021-09-04,2022-01-06,Child Psychiatry & Human Development,The role of selenium in depression: a systematic review and meta-analysis of human observational and interventional studies
2021-05-16,2021-12-21,Current Psychology,A survey of depression and anxiety disorders in urban and rural Suriname
2021-04-29,2021-12-13,Science China Life Sciences,Use of potentially driver-impairing drugs among older drivers
2021-04-29,2021-12-13,Neuroscience and Behavioral Physiology,Use of potentially driver-impairing drugs among older drivers
2021-04-29,2021-12-13,Drugs & Therapy Perspectives,Use of potentially driver-impairing drugs among older drivers
2021-04-29,2021-12-13,Psychopharmacology,Use of potentially driver-impairing drugs among older drivers
2021-04-29,2021-12-13,CNS Drugs,Use of potentially driver-impairing drugs among older drivers
2021-04-29,2021-12-13,The Journal of Frailty & Aging,Use of potentially driver-impairing drugs among older drivers
2021-04-29,2021-12-13,Current Psychology,Use of potentially driver-impairing drugs among older drivers
2021-04-29,2021-12-13,Psychopharmacology,Use of potentially driver-impairing drugs among older drivers
2021-04-29,2021-12-13,Indian Journal of Clinical Biochemistry,Use of potentially driver-impairing drugs among older drivers
2021-04-29,2021-12-13,Journal of Neural Transmission,Use of potentially driver-impairing drugs among older drivers
2020-05-27,2020-07-14,Neuroscience and Behavioral Physiology,Clinical-Neurophysiological Correlations in Patients with Depression-Delusional Conditions
2020-05-27,2020-07-14,Research on Child and Adolescent Psychopathology,Clinical-Neurophysiological Correlations in Patients with Depression-Delusional Conditions
2020-05-27,2020-07-14,Neurological Sciences,Clinical-Neurophysiological Correlations in Patients with Depression-Delusional Conditions
2020-05-27,2020-07-14,Journal of Child and Family Studies,Clinical-Neurophysiological Correlations in Patients with Depression-Delusional Conditions
2020-05-27,2020-07-14,Journal of Evolutionary Biochemistry and Physiology,Clinical-Neurophysiological Correlations in Patients with Depression-Delusional Conditions
2020-05-27,2020-07-14,European Child & Adolescent Psychiatry,Clinical-Neurophysiological Correlations in Patients with Depression-Delusional Conditions
2020-05-27,2020-07-14,Bulletin of Experimental Biology and Medicine,Clinical-Neurophysiological Correlations in Patients with Depression-Delusional Conditions
2020-05-27,2020-07-14,Neuroscience and Behavioral Physiology,Clinical-Neurophysiological Correlations in Patients with Depression-Delusional Conditions
2020-05-27,2020-07-14,Psychopharmacology,Clinical-Neurophysiological Correlations in Patients with Depression-Delusional Conditions
2020-05-27,2020-07-14,Psychopharmacology,Clinical-Neurophysiological Correlations in Patients with Depression-Delusional Conditions
2020-05-27,2020-07-14,The Journal of Behavioral Health Services & Research,Clinical-Neurophysiological Correlations in Patients with Depression-Delusional Conditions
2021-02-15,2021-11-26,Psychopharmacology,Therapeutic effect of Thymoquinone on behavioural response to UCMS and neuroinflammation in hippocampus and amygdala in BALB/c mice model
2021-02-15,2021-11-26,Current Psychiatry Reports,Therapeutic effect of Thymoquinone on behavioural response to UCMS and neuroinflammation in hippocampus and amygdala in BALB/c mice model
2021-02-15,2021-11-26,Neuroscience and Behavioral Physiology,Therapeutic effect of Thymoquinone on behavioural response to UCMS and neuroinflammation in hippocampus and amygdala in BALB/c mice model
2021-02-15,2021-11-26,Research on Child and Adolescent Psychopathology,Therapeutic effect of Thymoquinone on behavioural response to UCMS and neuroinflammation in hippocampus and amygdala in BALB/c mice model
2021-02-15,2021-11-26,Current Psychology,Therapeutic effect of Thymoquinone on behavioural response to UCMS and neuroinflammation in hippocampus and amygdala in BALB/c mice model
2021-02-15,2021-11-26,Journal of Neurology,Therapeutic effect of Thymoquinone on behavioural response to UCMS and neuroinflammation in hippocampus and amygdala in BALB/c mice model
2021-02-15,2021-11-26,Cellular and Molecular Neurobiology,Therapeutic effect of Thymoquinone on behavioural response to UCMS and neuroinflammation in hippocampus and amygdala in BALB/c mice model
2021-02-15,2021-11-26,Metabolic Brain Disease,Therapeutic effect of Thymoquinone on behavioural response to UCMS and neuroinflammation in hippocampus and amygdala in BALB/c mice model
